gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx942,304,1,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,629,8,10.4225,flydsl_gemm4_abf16_wbf16_bf16_t16x64x64_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0204,2.91,2906.81
gfx942,304,2,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,394,8,10.2797,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.022,5.89,2948.99
gfx942,304,4,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,409,8,10.8256,flydsl_gemm3_abf16_wbf16_bf16_t16x64x64_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0233,11.19,2803.71
gfx942,304,8,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,394,8,10.7696,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0212,22.49,2825.18
gfx942,304,16,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,393,8,11.2105,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0294,43.21,2727.32
gfx942,304,32,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,13.3632,native,0.0,72.5,2310.19
gfx942,304,64,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,15.6351,native,0.0,123.94,2012.49
gfx942,304,128,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,19.2126,native,0.0,201.72,1699.58
gfx942,304,256,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,29.1798,native,0.0,265.63,1200.45
gfx942,304,512,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,42.1999,native,0.0,367.35,942.66
gfx942,304,1024,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,80.6339,native,0.0,384.51,611.2
gfx942,304,1,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.4509,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0091,1.3,1299.89
gfx942,304,2,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.2737,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0113,2.68,1345.02
gfx942,304,4,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.5965,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0111,5.06,1270.19
gfx942,304,8,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,5.7357,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,9.87,1244.72
gfx942,304,16,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,6.1609,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,18.38,1168.79
gfx942,304,32,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,6.2977,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,35.96,1162.91
gfx942,304,64,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,6.8836,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,65.81,1099.63
gfx942,304,128,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,10.4024,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,87.09,774.91
gfx942,304,256,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.9848,native,0.0,164.95,823.32
gfx942,304,512,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,14.6059,native,0.0,248.11,753.81
gfx942,304,1024,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,19.6133,native,0.0,369.53,761.84
gfx942,304,1,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,3.7874,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,0.83,832.47
gfx942,304,2,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,3.8213,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,1.65,826.96
gfx942,304,4,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,4.3025,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,2.92,737.8
gfx942,304,8,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,3.8762,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,6.49,826.34
gfx942,304,16,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,4.0116,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,12.55,812.75
gfx942,304,32,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,4.4675,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,22.53,755.48
gfx942,304,64,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,6.1209,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,32.89,588.88
gfx942,304,128,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.0554,native,0.0,57.07,575.9
gfx942,304,256,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,382,1,7.9766,flydsl_gemm2_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0,100.96,624.42
gfx942,304,512,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,434,1,11.1151,flydsl_gemm2_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp4_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0,144.9,613.2
gfx942,304,1024,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,15.3836,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,209.39,681.62
gfx942,304,1,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,23.2618,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,3.79,3787.63
gfx942,304,2,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,23.2608,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,7.57,3788.93
gfx942,304,4,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,23.4609,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,15.02,3758.89
gfx942,304,8,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,23.9883,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,29.37,3680.69
gfx942,304,16,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,24.2527,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,58.11,3649.34
gfx942,304,32,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,26.5469,native,0.0,106.17,3350.01
gfx942,304,64,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,29.2409,native,0.0,192.78,3070.5
gfx942,304,128,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,35.9733,native,0.0,313.41,2543.23
gfx942,304,256,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,56.137,native,0.0,401.67,1690.44
gfx942,304,512,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,90.4495,native,0.0,498.59,1124.52
gfx942,304,1024,6144,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,183.2775,native,0.0,492.12,629.34
gfx942,304,1,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,5.4021,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,2.04,2041.04
gfx942,304,1,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,7.6917,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,2.86,2865.1
gfx942,304,1,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,14.3622,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,3.58,3578.96
gfx942,304,1,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,38,6,17.3599,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0165,3.49,3489.54
gfx942,304,2,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,5.414,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,4.07,2039.49
gfx942,304,2,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,7.7616,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,5.67,2841.54
gfx942,304,2,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,13.8187,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,7.44,3721.28
gfx942,304,2,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,38,6,17.5987,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0161,6.88,3443.48
gfx942,304,4,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,5.4265,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,8.12,2040.64
gfx942,304,4,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,7.8094,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,11.28,2828.61
gfx942,304,4,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,13.9867,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,14.69,3679.66
gfx942,304,4,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,38,6,17.8618,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0154,13.56,3395.31
gfx942,304,8,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,5.9378,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,14.83,1875.61
gfx942,304,8,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,8.1066,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,21.73,2733.5
gfx942,304,8,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,14.1953,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,28.96,3631.64
gfx942,304,8,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,38,6,18.3607,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0151,26.38,3308.02
gfx942,304,16,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,6.3623,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,27.69,1770.43
gfx942,304,16,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,8.0853,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,43.58,2757.92
gfx942,304,16,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,13.9878,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,58.77,3697.81
gfx942,304,16,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,2,18.5561,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0052,52.21,3283.01
gfx942,304,32,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.2471,native,0.0,48.62,1589.32
gfx942,304,32,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,10.9868,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,64.14,2054.93
gfx942,304,32,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,15.8356,native,0.0,103.83,3288.06
gfx942,304,32,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,2,18.3381,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0051,105.67,3341.91
gfx942,304,64,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.3075,native,0.0,84.82,1447.59
gfx942,304,64,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,12.3053,native,0.0,114.53,1880.02
gfx942,304,64,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,17.8174,native,0.0,184.56,2960.95
gfx942,304,64,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,22.0097,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0051,176.08,2817.55
gfx942,304,128,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,553,1,10.7188,flydsl_gemm2_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0017,131.48,1216.71
gfx942,304,128,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,14.6874,native,0.0,191.9,1650.96
gfx942,304,128,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,27.7012,native,0.0,237.41,1954.17
gfx942,304,128,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,27.5215,native,0.0,281.64,2306.26
gfx942,304,256,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,13.6044,native,0.0,207.18,1107.97
gfx942,304,256,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,20.0822,native,0.0,280.7,1318.41
gfx942,304,256,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,37.5136,native,0.0,350.63,1516.39
gfx942,304,256,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,36.5268,native,0.0,424.4,1817.51
gfx942,304,512,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,18.0686,native,0.0,311.99,1059.1
gfx942,304,512,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,28.467,native,0.0,396.05,1086.63
gfx942,304,512,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,54.0449,native,0.0,486.76,1154.42
gfx942,304,512,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,60.1648,native,0.0,515.32,1200.38
gfx942,304,1024,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,28.5893,native,0.0,394.35,953.61
gfx942,304,1024,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,48.4963,native,0.0,464.95,821.63
gfx942,304,1024,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,98.7024,native,0.0,533.05,743.65
gfx942,304,1024,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,109.1256,native,0.0,568.23,768.71
gfx942,304,1,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10305,0,30.586,opus_gemm_gfx942_wkc_512x16x32x64_1x1_16x16x16_0x0x0,0.0,3.96,3960.69
gfx942,304,2,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,30.9221,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,7.83,3918.65
gfx942,304,4,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,31.0018,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,15.63,3910.59
gfx942,304,8,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,31.3102,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,30.94,3876.07
gfx942,304,16,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,31.8856,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,60.77,3813.95
gfx942,304,32,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,33.0437,native,0.0,117.29,3695.41
gfx942,304,64,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,38.6758,native,0.0,200.41,3183.11
gfx942,304,128,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,53.0183,native,0.0,292.39,2359.72
gfx942,304,256,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,72.8729,native,0.0,425.46,1771.66
gfx942,304,512,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,130.5946,auto,0.0,474.82,1049.82
gfx942,304,1024,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,235.8394,native,0.0,525.85,649.14
